public_food_id_compound_id_name,contribution
FOOD00068 _ FDB003693 _ Salicylates,0.000666172
FOOD00068 _ FDB003729 _ Zinc,1.92E-05
FOOD00068 _ FDB005326 _ alpha-Curcumene,0.105978023
FOOD00068 _ FDB009067 _ D-Camphor,0.000666172
FOOD00068 _ FDB009636 _ Isoborneol,0.000174163
FOOD00068 _ FDB011081 _ Cyclocurcumin,0.006966509
FOOD00068 _ FDB011824 _ beta-D-Glucopyranose,0.243827825
FOOD00068 _ FDB011904 _ Quercetin,8.06E-05
FOOD00068 _ FDB011961 _ Bisdemethoxycurcumin,0.012220564
FOOD00068 _ FDB012160 _ Riboflavine,5.22E-06
FOOD00068 _ FDB012171 _ Eugenol,0.001828709
FOOD00068 _ FDB012185 _ Curcumenol,0.018548331
FOOD00068 _ FDB012292 _ Curcumin,0.024386701
FOOD00068 _ FDB012362 _ beta-Sitosterol,0.000444115
FOOD00068 _ FDB012528 _ D-Fructose,0.104497639
FOOD00068 _ FDB012755 _ 1-(4-Methylphenyl)ethanol,0.000979665
FOOD00068 _ FDB013249 _ Curdione,0.010362683
FOOD00068 _ FDB013444 _ Nickel,3.31E-06
FOOD00068 _ FDB013567 _ Limonene,0.000108852
FOOD00068 _ FDB014315 _ (R)-ar-Turmerone,0.002847561
FOOD00068 _ FDB014324 _ alpha-Carene,3.05E-05
FOOD00068 _ FDB014416 _ alpha-Terpineol,0.000435407
"FOOD00068 _ FDB014616 _ 1,8-Cineole",0.025427759
FOOD00068 _ FDB014940 _ Linalool,0.001393302
FOOD00068 _ FDB015017 _ Zingiberene,0.008163878
FOOD00068 _ FDB015464 _ beta-Pinene,0.000187225
FOOD00068 _ FDB015736 _ beta-Caryophyllene,0.011668903
FOOD00068 _ FDB015966 _ Terpinolene,0.000261244
FOOD00068 _ FDB015968 _ gamma-Terpinene,7.84E-05
FOOD00068 _ FDB016052 _ Curlone,0.000104498
FOOD00068 _ FDB016251 _ Iron,0.000256019
FOOD00068 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.000269952
FOOD00068 _ FDB017388 _ Turmerone,0.019593307
FOOD00069 _ FDB001014 _ Nicotinic acid,0.00091978
FOOD00069 _ FDB001224 _ L-Ascorbic acid,0.040623611
FOOD00069 _ FDB003513 _ Calcium,0.033150399
FOOD00069 _ FDB003520 _ Phosphorus,0.045950669
FOOD00069 _ FDB003521 _ Potassium,0.541520396
FOOD00069 _ FDB003523 _ Sodium,0.018932136
FOOD00069 _ FDB003575 _ Boron,0.009389419
FOOD00069 _ FDB012160 _ Riboflavine,8.43E-05
FOOD00069 _ FDB013636 _ Amygdalin,0.306593289
FOOD00069 _ FDB014613 _ beta-Carotene,0.000613187
FOOD00069 _ FDB016251 _ Iron,0.002222801
FOOD00070 _ FDB003513 _ Calcium,0.11723815
FOOD00070 _ FDB003516 _ Chromium,0.001178753
FOOD00070 _ FDB003520 _ Phosphorus,0.068176533
FOOD00070 _ FDB003521 _ Potassium,0.732738435
FOOD00070 _ FDB003523 _ Sodium,0.020389243
FOOD00070 _ FDB003570 _ Aluminum,0.016406969
FOOD00070 _ FDB003581 _ Cobalt,0.001529193
FOOD00070 _ FDB003636 _ Manganese,0.003313252
FOOD00070 _ FDB003713 _ Silicon,0.004205281
FOOD00070 _ FDB003722 _ Tin,0.000226193
FOOD00070 _ FDB013792 _ Geraniol,0.000732738
FOOD00070 _ FDB016251 _ Iron,0.017298999
"FOOD00070 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.01656626
FOOD00072 _ FDB000374 _ Phytic acid,0.0862882
FOOD00072 _ FDB000446 _ L-Tyrosine,0.001506359
FOOD00072 _ FDB000474 _ L-Lysine,0.003008626
FOOD00072 _ FDB000484 _ Glycine,0.002255446
FOOD00072 _ FDB000556 _ L-Alanine,0.004437211
FOOD00072 _ FDB000565 _ alpha-Tocopherol,0.00129023
FOOD00072 _ FDB000574 _ Pyridoxine,1.15E-05
FOOD00072 _ FDB000710 _ Choline,5.89E-05
FOOD00072 _ FDB000857 _ 2-Methoxy-4-vinylphenol,0.006549389
FOOD00072 _ FDB001128 _ Starch,0.032746945
FOOD00072 _ FDB001131 _ Sucrose,0.326650776
FOOD00072 _ FDB001224 _ L-Ascorbic acid,0.000708971
FOOD00072 _ FDB001946 _ L-Leucine,0.003233761
FOOD00072 _ FDB002250 _ L-Tryptophan,0.00082686
FOOD00072 _ FDB002257 _ Arginine,0.003233761
FOOD00072 _ FDB002515 _ Osthol,0.000998782
FOOD00072 _ FDB002542 _ Bergapten,4.91E-07
FOOD00072 _ FDB002943 _ Gamolenic acid,0.001973003
FOOD00072 _ FDB003010 _ Dodecanoic acid,0.000151455
FOOD00072 _ FDB003303 _ Nonanal,1.31E-06
FOOD00072 _ FDB003339 _ Octanal,1.31E-05
FOOD00072 _ FDB003513 _ Calcium,0.004846548
FOOD00072 _ FDB003516 _ Chromium,1.23E-06
FOOD00072 _ FDB003520 _ Phosphorus,0.004445398
FOOD00072 _ FDB003521 _ Potassium,0.04040973
FOOD00072 _ FDB003523 _ Sodium,0.008059023
FOOD00072 _ FDB003570 _ Aluminum,0.000860426
FOOD00072 _ FDB003575 _ Boron,3.03E-05
FOOD00072 _ FDB003581 _ Cobalt,5.16E-08
FOOD00072 _ FDB003582 _ Copper,1.50E-05
FOOD00072 _ FDB003636 _ Manganese,5.16E-05
FOOD00072 _ FDB003653 _ Molybdenum,6.55E-07
FOOD00072 _ FDB003713 _ Silicon,7.53E-05
FOOD00072 _ FDB003717 _ Sulfur,0.001381102
FOOD00072 _ FDB003722 _ Tin,2.46E-06
FOOD00072 _ FDB003729 _ Zinc,6.63E-05
FOOD00072 _ FDB003763 _ Arsenic,8.21E-07
FOOD00072 _ FDB003766 _ Cadmium,5.01E-07
FOOD00072 _ FDB003777 _ Lead,1.65E-06
FOOD00072 _ FDB003780 _ Mercury,3.77E-08
FOOD00072 _ FDB003958 _ Methylamine,0.006500269
FOOD00072 _ FDB003994 _ alpha-Terpinyl acetate,0.001221461
FOOD00072 _ FDB004181 _ Lithium,6.79E-07
FOOD00072 _ FDB008006 _ trans-Isoasarone,0.000654939
FOOD00072 _ FDB008322 _ Pantothenic acid,1.56E-05
FOOD00072 _ FDB008529 _ Geranylacetone,0.000491204
FOOD00072 _ FDB009020 _ Betaine,5.73E-05
FOOD00072 _ FDB009029 _ Bornyl acetate,3.93E-05
FOOD00072 _ FDB009065 _ Camphene,5.81E-05
FOOD00072 _ FDB011824 _ beta-D-Glucopyranose,0.13098778
FOOD00072 _ FDB011856 _ L-Histidine,0.00120345
FOOD00072 _ FDB011932 _ Elemicin,0.003274694
FOOD00072 _ FDB011999 _ L-Threonine,0.002857171
FOOD00072 _ FDB012027 _ Decanoic acid,0.006897325
FOOD00072 _ FDB012149 _ Falcarindiol,0.000144087
FOOD00072 _ FDB012160 _ Riboflavine,4.58E-06
FOOD00072 _ FDB012171 _ Eugenol,0.011461431
FOOD00072 _ FDB012397 _ L-Isoleucine,0.0030864
FOOD00072 _ FDB012446 _ (±)-Citronellyl acetate,0.000286536
FOOD00072 _ FDB012462 _ alpha-Linolenic acid,0.00075318
FOOD00072 _ FDB012474 _ Xanthotoxin,4.91E-07
FOOD00072 _ FDB012535 _ L-Glutamic acid,0.015198676
FOOD00072 _ FDB012563 _ L-Cystine,0.000601725
FOOD00072 _ FDB012567 _ L-Aspartic acid,0.010307101
FOOD00072 _ FDB012605 _ Psoralen,4.91E-07
FOOD00072 _ FDB012683 _ L-Methionine,0.000528044
FOOD00072 _ FDB012734 _ Diosgenin,0.009332879
FOOD00072 _ FDB012739 _ L-Serine,0.002632036
"FOOD00072 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.005038936
FOOD00072 _ FDB012838 _ Biphenyl,6.55E-06
FOOD00072 _ FDB012858 _ Oleic acid,0.00045027
FOOD00072 _ FDB013400 _ Selenium,1.72E-08
FOOD00072 _ FDB013444 _ Nickel,1.64E-06
FOOD00072 _ FDB013516 _ 4(10)-Thujene,0.000261976
FOOD00072 _ FDB013567 _ Limonene,0.000245602
FOOD00072 _ FDB013601 _ beta-Selinene,0.00043226
FOOD00072 _ FDB013716 _ alpha-Carotene,3.44E-05
FOOD00072 _ FDB013792 _ Geraniol,0.006655817
FOOD00072 _ FDB014280 _ Luteolin 7-glucoside,0.000163735
FOOD00072 _ FDB014324 _ alpha-Carene,0.000108065
FOOD00072 _ FDB014416 _ alpha-Terpineol,4.58E-05
FOOD00072 _ FDB014504 _ Folic acid,1.06E-06
FOOD00072 _ FDB014601 _ p-Menth-1-en-4-ol,4.58E-05
FOOD00072 _ FDB014613 _ beta-Carotene,0.000573072
FOOD00072 _ FDB014654 _ Myristicin,2.82E-05
FOOD00072 _ FDB014917 _ beta-Phellandrene,0.00028981
FOOD00072 _ FDB014940 _ Linalool,5.24E-05
FOOD00072 _ FDB015006 _ S-beta-Bisabolene,0.000189932
"FOOD00072 _ FDB015018 _ 2,6,10-Bisabolatriene",0.00043226
FOOD00072 _ FDB015360 _ alpha-Humulene,1.96E-05
FOOD00072 _ FDB015464 _ beta-Pinene,6.55E-06
FOOD00072 _ FDB015469 _ beta-Ionone,0.000491204
FOOD00072 _ FDB015736 _ beta-Caryophyllene,0.000327469
FOOD00072 _ FDB015966 _ Terpinolene,0.002488768
FOOD00072 _ FDB015968 _ gamma-Terpinene,0.000353667
FOOD00072 _ FDB016251 _ Iron,0.000248058
FOOD00072 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,1.96E-05
"FOOD00072 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.000212855
FOOD00072 _ FDB021453 _ Pectic acid,0.235778004
FOOD00074 _ FDB001014 _ Nicotinic acid,2.41E-05
FOOD00074 _ FDB001128 _ Starch,0.6278059
FOOD00074 _ FDB001131 _ Sucrose,0.104634317
FOOD00074 _ FDB003513 _ Calcium,0.003060554
FOOD00074 _ FDB003516 _ Chromium,5.23E-05
FOOD00074 _ FDB003520 _ Phosphorus,0.003766835
FOOD00074 _ FDB003521 _ Potassium,0.02578922
FOOD00074 _ FDB003523 _ Sodium,0.000393425
FOOD00074 _ FDB003575 _ Boron,1.57E-05
FOOD00074 _ FDB003581 _ Cobalt,1.26E-06
FOOD00074 _ FDB003582 _ Copper,2.01E-05
FOOD00074 _ FDB003636 _ Manganese,0.000362035
FOOD00074 _ FDB003729 _ Zinc,5.34E-05
FOOD00074 _ FDB009065 _ Camphene,4.19E-05
FOOD00074 _ FDB009067 _ D-Camphor,2.83E-05
FOOD00074 _ FDB012160 _ Riboflavine,3.14E-06
"FOOD00074 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.018347627
FOOD00074 _ FDB012858 _ Oleic acid,0.109386807
FOOD00074 _ FDB013516 _ 4(10)-Thujene,0.002014211
FOOD00074 _ FDB013567 _ Limonene,0.010542954
FOOD00074 _ FDB013574 _ (±)-Borneol,0.008404228
FOOD00074 _ FDB013792 _ Geraniol,0.000197759
FOOD00074 _ FDB014378 _ Nerolidol,0.001808081
FOOD00074 _ FDB014416 _ alpha-Terpineol,0.004814225
FOOD00074 _ FDB014490 _ Citronellol,5.65E-05
FOOD00074 _ FDB014601 _ p-Menth-1-en-4-ol,0.02453884
FOOD00074 _ FDB014940 _ Linalool,0.009718435
FOOD00074 _ FDB014945 _ Nerol,4.19E-05
FOOD00074 _ FDB015464 _ beta-Pinene,0.001217943
FOOD00074 _ FDB015968 _ gamma-Terpinene,0.000197759
FOOD00074 _ FDB016251 _ Iron,0.000113005
FOOD00074 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.029433633
"FOOD00074 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.003490601
FOOD00074 _ FDB019133 _ Linalyl acetate,0.009623218
FOOD00076 _ FDB001014 _ Nicotinic acid,0.000649838
FOOD00076 _ FDB001224 _ L-Ascorbic acid,0.020457871
FOOD00076 _ FDB003513 _ Calcium,0.061638363
FOOD00076 _ FDB003520 _ Phosphorus,0.067559111
FOOD00076 _ FDB003521 _ Potassium,0.727626309
FOOD00076 _ FDB003523 _ Sodium,0.009410621
FOOD00076 _ FDB003582 _ Copper,0.000336953
FOOD00076 _ FDB003636 _ Manganese,0.010782502
FOOD00076 _ FDB003729 _ Zinc,0.001347813
FOOD00076 _ FDB003763 _ Arsenic,1.35E-05
FOOD00076 _ FDB003780 _ Mercury,9.63E-07
FOOD00076 _ FDB011676 _ D-Glucitol,0.096272335
FOOD00076 _ FDB012160 _ Riboflavine,0.000110713
FOOD00076 _ FDB014613 _ beta-Carotene,0.001699207
FOOD00076 _ FDB016251 _ Iron,0.002093923
FOOD00079 _ FDB000374 _ Phytic acid,0.020504779
FOOD00079 _ FDB000446 _ L-Tyrosine,0.003132675
FOOD00079 _ FDB000474 _ L-Lysine,0.008099388
FOOD00079 _ FDB000484 _ Glycine,0.011106755
FOOD00079 _ FDB000556 _ L-Alanine,0.007837382
FOOD00079 _ FDB001014 _ Nicotinic acid,3.65E-05
FOOD00079 _ FDB001128 _ Starch,0.763233441
FOOD00079 _ FDB001936 _ Stigmasterol,0.000104802
FOOD00079 _ FDB001946 _ L-Leucine,0.009272717
FOOD00079 _ FDB002250 _ L-Tryptophan,0.002352354
FOOD00079 _ FDB002257 _ Arginine,0.013567329
FOOD00079 _ FDB002536 _ Quercetin 3-rutinoside,0.045566176
FOOD00079 _ FDB003513 _ Calcium,0.000786586
FOOD00079 _ FDB003520 _ Phosphorus,0.003428855
FOOD00079 _ FDB003521 _ Potassium,0.004667685
FOOD00079 _ FDB003575 _ Boron,6.83E-06
FOOD00079 _ FDB003635 _ Iodine,9.74E-08
FOOD00079 _ FDB003653 _ Molybdenum,6.27E-06
FOOD00079 _ FDB008114 _ Malic acid,0.017201231
FOOD00079 _ FDB008322 _ Pantothenic acid,1.59E-05
FOOD00079 _ FDB011856 _ L-Histidine,0.003132675
FOOD00079 _ FDB011999 _ L-Threonine,0.006664053
FOOD00079 _ FDB012160 _ Riboflavine,1.99E-06
FOOD00079 _ FDB012362 _ beta-Sitosterol,0.00214161
FOOD00079 _ FDB012397 _ L-Isoleucine,0.006926059
FOOD00079 _ FDB012462 _ alpha-Linolenic acid,0.001044605
FOOD00079 _ FDB012521 _ Campesterol,0.000262006
FOOD00079 _ FDB012535 _ L-Glutamic acid,0.026542297
FOOD00079 _ FDB012563 _ L-Cystine,0.003134953
FOOD00079 _ FDB012567 _ L-Aspartic acid,0.013669853
FOOD00079 _ FDB012739 _ L-Serine,0.008099388
"FOOD00079 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.005717416
FOOD00079 _ FDB012858 _ Oleic acid,0.011306107
FOOD00079 _ FDB013400 _ Selenium,2.28E-07
FOOD00079 _ FDB013444 _ Nickel,1.14E-06
FOOD00079 _ FDB016249 _ Chlorine,0.000157203
FOOD00079 _ FDB016251 _ Iron,9.23E-05
FOOD00081 _ FDB000446 _ L-Tyrosine,0.00304086
FOOD00081 _ FDB000474 _ L-Lysine,0.002850396
FOOD00081 _ FDB000484 _ Glycine,0.002375877
FOOD00081 _ FDB000556 _ L-Alanine,0.004275594
FOOD00081 _ FDB000574 _ Pyridoxine,1.05E-05
FOOD00081 _ FDB001014 _ Nicotinic acid,5.75E-05
FOOD00081 _ FDB001131 _ Sucrose,0.007388699
FOOD00081 _ FDB001224 _ L-Ascorbic acid,0.00333805
FOOD00081 _ FDB001946 _ L-Leucine,0.003136092
FOOD00081 _ FDB002250 _ L-Tryptophan,0.000569751
FOOD00081 _ FDB002257 _ Arginine,0.001615662
FOOD00081 _ FDB002536 _ Quercetin 3-rutinoside,0.0024629
FOOD00081 _ FDB002542 _ Bergapten,0.012807078
FOOD00081 _ FDB003513 _ Calcium,0.00751677
FOOD00081 _ FDB003520 _ Phosphorus,0.004750113
FOOD00081 _ FDB003521 _ Potassium,0.022054446
FOOD00081 _ FDB003523 _ Sodium,0.000617367
FOOD00081 _ FDB003575 _ Boron,0.000165835
FOOD00081 _ FDB003582 _ Copper,6.90E-06
FOOD00081 _ FDB003636 _ Manganese,1.31E-05
FOOD00081 _ FDB003729 _ Zinc,1.31E-05
FOOD00081 _ FDB008114 _ Malic acid,0.099172761
FOOD00081 _ FDB008322 _ Pantothenic acid,2.79E-05
FOOD00081 _ FDB011824 _ beta-D-Glucopyranose,0.101964048
FOOD00081 _ FDB011856 _ L-Histidine,0.001045911
FOOD00081 _ FDB011999 _ L-Threonine,0.002280645
FOOD00081 _ FDB012160 _ Riboflavine,9.36E-06
FOOD00081 _ FDB012397 _ L-Isoleucine,0.002185413
FOOD00081 _ FDB012462 _ alpha-Linolenic acid,0.425589068
FOOD00081 _ FDB012528 _ D-Fructose,0.075364731
FOOD00081 _ FDB012535 _ L-Glutamic acid,0.006841935
FOOD00081 _ FDB012563 _ L-Cystine,0.001139502
FOOD00081 _ FDB012567 _ L-Aspartic acid,0.008549546
FOOD00081 _ FDB012605 _ Psoralen,0.013463852
FOOD00081 _ FDB012683 _ L-Methionine,0.000569751
FOOD00081 _ FDB012739 _ L-Serine,0.003515379
"FOOD00081 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.013682229
FOOD00081 _ FDB012858 _ Oleic acid,0.006270543
FOOD00081 _ FDB014613 _ beta-Carotene,2.68E-05
FOOD00081 _ FDB016251 _ Iron,9.85E-05
FOOD00081 _ FDB021453 _ Pectic acid,0.158939127
FOOD00082 _ FDB000446 _ L-Tyrosine,0.014895443
FOOD00082 _ FDB000484 _ Glycine,0.040216658
FOOD00082 _ FDB000556 _ L-Alanine,0.028663074
FOOD00082 _ FDB000872 _ 4-Methoxybenzaldehyde,0.001872758
FOOD00082 _ FDB001014 _ Nicotinic acid,0.000124735
FOOD00082 _ FDB001131 _ Sucrose,0.155918807
FOOD00082 _ FDB001224 _ L-Ascorbic acid,0.00604272
FOOD00082 _ FDB001462 _ cis-beta-Ocimene,0.001108756
FOOD00082 _ FDB002250 _ L-Tryptophan,0.009190547
FOOD00082 _ FDB002257 _ Arginine,0.024704469
FOOD00082 _ FDB002542 _ Bergapten,8.66E-06
FOOD00082 _ FDB002793 _ Anethole,0.019229986
FOOD00082 _ FDB002796 _ cis-Anethole,0.000173243
FOOD00082 _ FDB003513 _ Calcium,0.020019975
FOOD00082 _ FDB003516 _ Chromium,1.56E-05
FOOD00082 _ FDB003520 _ Phosphorus,0.009718939
FOOD00082 _ FDB003521 _ Potassium,0.074633136
FOOD00082 _ FDB003523 _ Sodium,0.003516835
FOOD00082 _ FDB003570 _ Aluminum,0.000194032
FOOD00082 _ FDB003575 _ Boron,6.41E-05
FOOD00082 _ FDB003581 _ Cobalt,5.54E-05
FOOD00082 _ FDB003582 _ Copper,5.54E-05
FOOD00082 _ FDB003635 _ Iodine,6.93E-09
FOOD00082 _ FDB003636 _ Manganese,0.001290661
FOOD00082 _ FDB003713 _ Silicon,1.46E-05
FOOD00082 _ FDB003722 _ Tin,3.81E-05
FOOD00082 _ FDB003729 _ Zinc,6.95E-05
FOOD00082 _ FDB009065 _ Camphene,0.000952837
FOOD00082 _ FDB009067 _ D-Camphor,0.000329162
FOOD00082 _ FDB011856 _ L-Histidine,0.012024805
FOOD00082 _ FDB011999 _ L-Threonine,0.021870211
FOOD00082 _ FDB012160 _ Riboflavine,2.60E-05
FOOD00082 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene,0.001351296
FOOD00082 _ FDB012397 _ L-Isoleucine,0.025248452
FOOD00082 _ FDB012474 _ Xanthotoxin,1.73E-06
FOOD00082 _ FDB012535 _ L-Glutamic acid,0.107388212
FOOD00082 _ FDB012563 _ L-Cystine,0.008064467
FOOD00082 _ FDB012567 _ L-Aspartic acid,0.066601585
FOOD00082 _ FDB012605 _ Psoralen,1.73E-06
FOOD00082 _ FDB012661 _ Isopimpinellin,1.73E-06
FOOD00082 _ FDB012683 _ L-Methionine,0.010935106
FOOD00082 _ FDB012739 _ L-Serine,0.032696174
FOOD00082 _ FDB012752 _ Imperatorin,5.20E-06
"FOOD00082 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.056371578
FOOD00082 _ FDB012858 _ Oleic acid,0.226449545
FOOD00082 _ FDB013444 _ Nickel,3.46E-06
FOOD00082 _ FDB013516 _ 4(10)-Thujene,0.000105678
FOOD00082 _ FDB013567 _ Limonene,0.006236752
FOOD00082 _ FDB014324 _ alpha-Carene,0.001455242
FOOD00082 _ FDB014416 _ alpha-Terpineol,1.21E-05
FOOD00082 _ FDB014601 _ p-Menth-1-en-4-ol,0.00012127
FOOD00082 _ FDB014613 _ beta-Carotene,0.000453897
"FOOD00082 _ FDB014616 _ 1,8-Cineole",0.000521462
FOOD00082 _ FDB014917 _ beta-Phellandrene,0.002061593
FOOD00082 _ FDB014940 _ Linalool,0.000207892
FOOD00082 _ FDB015464 _ beta-Pinene,3.46E-05
FOOD00082 _ FDB015966 _ Terpinolene,0.000796918
FOOD00082 _ FDB015968 _ gamma-Terpinene,0.000467756
FOOD00082 _ FDB016251 _ Iron,0.000514532
"FOOD00082 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.004850807
FOOD00085 _ FDB000446 _ L-Tyrosine,0.022234008
FOOD00085 _ FDB000474 _ L-Lysine,0.039134625
FOOD00085 _ FDB000484 _ Glycine,0.027178747
FOOD00085 _ FDB000514 _ Syringic acid,6.77E-06
FOOD00085 _ FDB000556 _ L-Alanine,0.027694385
FOOD00085 _ FDB000565 _ alpha-Tocopherol,0.000237809
FOOD00085 _ FDB000574 _ Pyridoxine,7.23E-06
FOOD00085 _ FDB000661 _ Raffinose,0.015392183
FOOD00085 _ FDB000662 _ Gallic acid,2.31E-06
FOOD00085 _ FDB000698 _ Glycitein,0.000162388
FOOD00085 _ FDB000846 _ Vanillic acid,3.85E-06
FOOD00085 _ FDB001014 _ Nicotinic acid,4.62E-05
FOOD00085 _ FDB001128 _ Starch,0.015392183
FOOD00085 _ FDB001131 _ Sucrose,0.076691551
FOOD00085 _ FDB001224 _ L-Ascorbic acid,0.000948158
FOOD00085 _ FDB001946 _ L-Leucine,0.047885081
FOOD00085 _ FDB002250 _ L-Tryptophan,0.008538813
FOOD00085 _ FDB002257 _ Arginine,0.045607038
FOOD00085 _ FDB002431 _ gamma-Tocopherol,0.001075914
FOOD00085 _ FDB002608 _ Daidzein,0.000253971
FOOD00085 _ FDB003513 _ Calcium,0.002208778
FOOD00085 _ FDB003520 _ Phosphorus,0.007353615
FOOD00085 _ FDB003521 _ Potassium,0.016315714
FOOD00085 _ FDB003523 _ Sodium,0.002931441
FOOD00085 _ FDB003570 _ Aluminum,4.77E-05
FOOD00085 _ FDB003575 _ Boron,1.69E-05
FOOD00085 _ FDB003581 _ Cobalt,6.00E-07
FOOD00085 _ FDB003582 _ Copper,1.72E-05
FOOD00085 _ FDB003635 _ Iodine,1.27E-05
FOOD00085 _ FDB003636 _ Manganese,5.23E-05
FOOD00085 _ FDB003653 _ Molybdenum,3.08E-06
FOOD00085 _ FDB003695 _ Saponins,0.076960914
FOOD00085 _ FDB003717 _ Sulfur,0.006258462
FOOD00085 _ FDB003729 _ Zinc,8.62E-05
FOOD00085 _ FDB003908 _ Ammonia,0.013237277
FOOD00085 _ FDB005556 _ Phosphatidylethanolamine,0.009543153
FOOD00085 _ FDB005666 _ Verbascose,0.004617655
FOOD00085 _ FDB008114 _ Malic acid,0.001308336
FOOD00085 _ FDB008322 _ Pantothenic acid,1.39E-05
FOOD00085 _ FDB010508 _ 4-Hydroxybenzoic acid,2.62E-06
FOOD00085 _ FDB011824 _ beta-D-Glucopyranose,0.00066956
FOOD00085 _ FDB011828 _ Genistein,6.70E-05
FOOD00085 _ FDB011856 _ L-Histidine,0.015861644
FOOD00085 _ FDB011999 _ L-Threonine,0.025535631
FOOD00085 _ FDB012160 _ Riboflavine,5.08E-06
FOOD00085 _ FDB012221 _ Genistin,7.85E-05
FOOD00085 _ FDB012225 _ Daidzin,0.000116981
FOOD00085 _ FDB012266 _ Adenine,0.000546422
FOOD00085 _ FDB012362 _ beta-Sitosterol,0.001385296
FOOD00085 _ FDB012397 _ L-Isoleucine,0.029788491
FOOD00085 _ FDB012462 _ alpha-Linolenic acid,0.016320331
FOOD00085 _ FDB012524 _ D-Pinitol,0.015392183
FOOD00085 _ FDB012535 _ L-Glutamic acid,0.113871368
FOOD00085 _ FDB012567 _ L-Aspartic acid,0.073932502
FOOD00085 _ FDB012678 _ L-Cysteine,0.009473888
FOOD00085 _ FDB012683 _ L-Methionine,0.007926974
FOOD00085 _ FDB012739 _ L-Serine,0.034074445
"FOOD00085 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.151164318
FOOD00085 _ FDB012801 _ Ferulic acid,3.85E-06
FOOD00085 _ FDB013400 _ Selenium,9.93E-07
FOOD00085 _ FDB013444 _ Nickel,2.39E-05
FOOD00085 _ FDB014504 _ Folic acid,3.31E-06
FOOD00085 _ FDB014506 _ L-5-Oxo-2-pyrrolidinecarboxylic acid,0.003078437
FOOD00085 _ FDB014613 _ beta-Carotene,1.35E-05
FOOD00085 _ FDB016249 _ Chlorine,0.000307844
FOOD00085 _ FDB016251 _ Iron,9.16E-05
FOOD00085 _ FDB019141 _ Phosphatidylcholine,0.030784366
FOOD00086 _ FDB000446 _ L-Tyrosine,0.005274416
FOOD00086 _ FDB000474 _ L-Lysine,0.00742031
FOOD00086 _ FDB000484 _ Glycine,0.011542704
FOOD00086 _ FDB000556 _ L-Alanine,0.00884441
FOOD00086 _ FDB000565 _ alpha-Tocopherol,0.000466205
FOOD00086 _ FDB000710 _ Choline,0.000899431
FOOD00086 _ FDB000742 _ Gossypol,7.50E-06
FOOD00086 _ FDB000838 _ Vanillin,6.75E-07
FOOD00086 _ FDB001014 _ Nicotinic acid,3.60E-05
FOOD00086 _ FDB001112 _ Tartaric acid,0.0014241
FOOD00086 _ FDB001946 _ L-Leucine,0.019862446
FOOD00086 _ FDB002250 _ L-Tryptophan,0.008595942
FOOD00086 _ FDB002257 _ Arginine,0.04024956
FOOD00086 _ FDB002431 _ gamma-Tocopherol,2.02E-05
FOOD00086 _ FDB002523 _ Quercetin 7-glucoside,1.65E-05
FOOD00086 _ FDB002558 _ Caffeic acid,3.00E-06
FOOD00086 _ FDB002593 _ p-Coumaric acid,8.24E-06
FOOD00086 _ FDB002700 _ Isoferulic acid,0.001161766
FOOD00086 _ FDB003513 _ Calcium,0.000918919
FOOD00086 _ FDB003520 _ Phosphorus,0.005583221
FOOD00086 _ FDB003521 _ Potassium,0.005456551
FOOD00086 _ FDB003523 _ Sodium,2.40E-05
FOOD00086 _ FDB003582 _ Copper,1.39E-05
FOOD00086 _ FDB003635 _ Iodine,3.15E-08
FOOD00086 _ FDB003636 _ Manganese,1.57E-05
FOOD00086 _ FDB003717 _ Sulfur,0.002793484
FOOD00086 _ FDB003729 _ Zinc,4.01E-05
FOOD00086 _ FDB005556 _ Phosphatidylethanolamine,0.000691438
FOOD00086 _ FDB009721 _ Lignin,0.206119718
FOOD00086 _ FDB010557 _ trans-Sinapic acid,0.003935013
FOOD00086 _ FDB011856 _ L-Histidine,0.009997931
FOOD00086 _ FDB011904 _ Quercetin,0.000187382
FOOD00086 _ FDB011999 _ L-Threonine,0.007349854
FOOD00086 _ FDB012160 _ Riboflavine,1.87E-06
FOOD00086 _ FDB012397 _ L-Isoleucine,0.021923643
FOOD00086 _ FDB012535 _ L-Glutamic acid,0.044147096
FOOD00086 _ FDB012567 _ L-Aspartic acid,0.019337777
FOOD00086 _ FDB012678 _ L-Cysteine,0.007781956
FOOD00086 _ FDB012683 _ L-Methionine,0.009638908
FOOD00086 _ FDB012739 _ L-Serine,0.008544599
